ENTRY,AGL thermal conductivity,unit cell stoichiometry,unit cell IUPAC valence,relaxed bravais lattice,space group,Pearson symbol
Ba2Cd4[3a19d0040d513959],0.38081,"0.333333333, 0.666666667",12,ORCI,74 - Imma,oI12
Ba2Hg1 [5d5d9f727e2fbf3a],1.2922,"0.666666667, 0.333333333",8,BCT,139 - I4/mmm,tI6
Ba2In4 [e084a259ae8fab30],1.64741,"0.333333333, 0.666666667",16,ORCI,74 - Imma,oI12
Ba2Pd2 [10ee17b38b9b345d],1.4559,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Ba2Pt2 [4bda8bf3d5783087],1.52192,"0.5, 0.5",16,HEX,194 - P63/mmc,hP4
Ba2Pt4 [7eebeef8950d49d3],1.66361,"0.333333333, 0.666666667",28,FCC,227 - Fd3m,cF24
Ba2Sn2 [8437382e018f3a1f],2.07477,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Ba2Tl4 [e9c6d477da9d6f7b],0.870755,"0.333333333, 0.666666667",16,HEX,194 - P63/mmc,hP6
Ba2Zn26[a71ac540430807df],1.17425,"0.0714285714, 0.928571429",56,FCC,226 - Fm3c,cF112
Ba4Sb2 [fab61846b1f5c182],1.98574,"0.666666667, 0.333333333",18,BCT,139 - I4/mmm,tI12
Ba6Ge10[918c033aad3e4407],1.33826,"0.375, 0.625",52,ORCC,63 - Cmcm,oS32
Ba6Mg23[e5a9323a46d01884],0.864814,"0.206896552, 0.793103448",58,FCC,225 - Fm3m,cF116
Ba6Pb10[093eac89f3019431],0.570515,"0.375, 0.625",52,ORCC,63 - Cmcm,oS32
Ba6Sn10 [3dfa4e99c09c8f5c],0.893694,"0.375, 0.625",52,ORCC,63 - Cmcm,oS32
Ba8Bi6 [6d4bd5e199f2bded],0.581747,"0.571428571, 0.428571429",46,BCC,220 - I43d,cI28
Ba8Ge4 [9bf8a506c5f16d2c],0.827227,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
Ba8Sn4[9e9071780449728b],0.722268,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
Be1Co1[b3e8d1368b95ed0d],35.5396,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Be1Cu1 [8b68efcc9664701f],14.4144,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Be1Ni1 [a0941ceddfbf4b14],21.5661,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Be1Pd1 [12bd382821f39684],4.89646,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Be1Pd2 [859d0f1b6c94e526],5.80362,"0.333333333, 0.666666667",10,BCT,139 - I4/mmm,tI6
Be1Rh1 [0d4c2a40fe143a57],20.5245,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Be1Ti1 [84c6b834bbe39799],33.5126,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Be26Ca2[ae212ec034e7c653],17.9315,"0.928571429, 0.0714285714",56,FCC,226 - Fm3c,cF112
Be26Ce2[127d327c78337a6b],13.9161,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be26Dy2[b7b87b545942b8b9],13.0105,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be26Er2[51715da4e7415591],12.7855,"0.928571429, 0.0714285714",58,FCC,226 - Fm3c,cF112
Be26Hf2[0bdcb21b070ee9c8],14.1162,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be26Ho2[e3977bd14545293c],12.9308,"0.928571429, 0.0714285714",58,FCC,226 - Fm3c,cF112
Be26La2 [9f91094658af1ae5],12.1915,"0.928571429, 0.0714285714",58,FCC,226 - Fm3c,cF112
Be26Lu2[181c3843c017b3a3],12.6,"0.928571429, 0.0714285714",58,FCC,226 - Fm3c,cF112
Be26Mg2[a513c57b276194cc],13.3948,"0.928571429, 0.0714285714",56,FCC,226 - Fm3c,cF112
Be26Pa2 [c3b5e3caace107e2],11.5056,"0.928571429, 0.0714285714",62,FCC,226 - Fm3c,cF112
Be26Sb2 [bcffe2cd231ff59a],7.71682,"0.928571429, 0.0714285714",62,FCC,226 - Fm3c,cF112
Be26Sc2[6581a5fa5b7c456a],14.778,"0.928571429, 0.0714285714",58,FCC,226 - Fm3c,cF112
Be26Sr2[d73b0934ea26239d],14.5456,"0.928571429, 0.0714285714",56,FCC,226 - Fm3c,cF112
Be26Tb2[9b25336a7cbe2ca1],13.0619,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be26Th2[5b8a2c2cb85a2929],11.1698,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be26U2 [84d417c7b9f487f9],12.0342,"0.928571429, 0.0714285714",64,FCC,226 - Fm3c,cF112
Be26Zr2 [286acac732fe4ad8],16.0901,"0.928571429, 0.0714285714",60,FCC,226 - Fm3c,cF112
Be2Hf1 [ba24c7d4fdf2198e],29.4752,"0.666666667, 0.333333333",8,HEX,191 - P6/mmm,hP3
Be2Hf2 [6fd30ea64b36137a],16.0243,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Be2Mo6 [3c1fc15dfd5cabac],12.6462,"0.25, 0.75",40,CUB,223 - Pm3n,cP8
Be2Pd6 [dfe0fcbefecf7b14],1.39383,"0.25, 0.75",28,ORCC,63 - Cmcm,oS16
Be2Ta4 [70cb036266453cff],23.8404,"0.333333333, 0.666666667",24,BCT,140 - I4/mcm,tI12
Be2Zn26[3d4b6ad5b61b11ab],0.533879,"0.0714285714, 0.928571429",56,FCC,226 - Fm3c,cF112
Be2Zr1 [8e9c46d490db8bb3],33.7366,"0.666666667, 0.333333333",8,HEX,191 - P6/mmm,hP3
Be44Mo2[f4c7b6df9a43c7da],12.7427,"0.956521739, 0.0434782609",100,FCC,227 - Fd3m,cF184
Be44Re2[3bf25c232d2dd4e9],11.5447,"0.956521739, 0.0434782609",102,FCC,227 - Fd3m,cF184
Be44Tc2 [99ff54e5e9345a4a],12.402,"0.956521739, 0.0434782609",102,FCC,227 - Fd3m,cF184
Be44W2[85bb846caa383021],11.8802,"0.956521739, 0.0434782609",100,FCC,227 - Fd3m,cF184
Be4Cu2[31491dde12d77d75],19.0424,"0.666666667, 0.333333333",16,FCC,227 - Fd3m,cF24
Be4Nb2 [fb30d427c2a964a2],26.2468,"0.666666667, 0.333333333",18,FCC,227 - Fd3m,cF24
Be4Nb6 [54d192a65c37fe6e],11.8315,"0.4, 0.6",38,TET,127 - P4/mbm,tP10
Be4Ta2 [6141f4659a8174fc],24.5953,"0.666666667, 0.333333333",18,FCC,227 - Fd3m,cF24
Be4Ta6 [9b24a73c16356e8e],13.2563,"0.4, 0.6",38,TET,127 - P4/mbm,tP10
Be4Ti2 [c6601606af69527b],28.8944,"0.666666667, 0.333333333",16,FCC,227 - Fd3m,cF24
Be5Co1[409d27be6859648a],30.6414,"0.833333333, 0.166666667",15,FCC,216 - F43m,cF24
Be5Fe1 [69921200781a42ea],35.965,"0.833333333, 0.166666667",16,FCC,216 - F43m,cF24
Be5Hf1 [9935daabda2d9ae8],23.606,"0.833333333, 0.166666667",14,HEX,191 - P6/mmm,hP6
Be5Pd1 [a39b28d260fb0f68],23.6466,"0.833333333, 0.166666667",14,FCC,216 - F43m,cF24
Be5Pt1 [cb689d978d360a3a],25.1138,"0.833333333, 0.166666667",16,FCC,216 - F43m,cF24
Be5Sc1 [72ec133961a70c20],32.544,"0.833333333, 0.166666667",13,HEX,191 - P6/mmm,hP6
Be8Fe4 [7ed1a29173747f10],28.6224,"0.666666667, 0.333333333",40,HEX,194 - P63/mmc,hP12
Be8Re4 [7c8e5aa985c32506],16.0888,"0.666666667, 0.333333333",44,HEX,194 - P63/mmc,hP12
Be8V4 [745e6ff7fed1f683],5.78233,"0.666666667, 0.333333333",36,HEX,194 - P63/mmc,hP12
Be8W4 [bdd9a6f275041001],18.0692,"0.666666667, 0.333333333",40,HEX,194 - P63/mmc,hP12
Bi12Ni4 [b3f5b208353f7d60],0.614822,"0.75, 0.25",76,ORC,62 - Pnma,oP16
Bi1Dy1 [4dcf1adffdb1e365],6.40247,"0.5, 0.5",9,FCC,225 - Fm3m,cF8
Bi1Er1 [8927893ffc054168],6.35491,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Bi1Ga1 [9aa3384d3e062bfe],2.9145,"0.5, 0.5",8,FCC,216 - F43m,cF8
Bi1Ho1 [7239eb435c5ec897],6.5409,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Bi1In1 [2a186d2b32cb102c],1.67482,"0.5, 0.5",8,FCC,216 - F43m,cF8
Bi1K3 [6480d7dbdcd7b044],0.554923,"0.25, 0.75",8,FCC,225 - Fm3m,cF16
Bi1La1 [ffc7d15f952ffcc8],5.33067,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Bi1Li1 [d80a8198ef249337],1.15101,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Bi1Li3 [a347088e4932106b],3.03521,"0.25, 0.75",8,FCC,225 - Fm3m,cF16
Bi1Na1 [d3618ed7c3ce4ee7],1.96675,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Bi1Rb3 [fb1260e490372a33],0.345128,"0.25, 0.75",8,FCC,225 - Fm3m,cF16
Bi1Sc1 [88c83a8148c7f64e],6.47282,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Bi1Tb1 [1e182d013d03c39f],6.5615,"0.5, 0.5",9,FCC,225 - Fm3m,cF8
Bi1Th1 [a6233598953b7963],4.17671,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Bi1U1 [de19d337ddb0c093],4.77227,"0.5, 0.5",11,FCC,225 - Fm3m,cF8
Bi1Y1 [c526fe4983dfcffa],6.52264,"0.5, 0.5",8,FCC,225 - Fm3m,cF8
Bi2Ca4 [7e9e20be4dc29b40],3.69358,"0.333333333, 0.666666667",18,BCT,139 - I4/mmm,tI12
Bi2K6 [fdd69cc63d2a62b8],0.45067,"0.25, 0.75",16,HEX,194 - P63/mmc,hP8
Bi2Nb6 [f3c0e3cf8acbbb4b],5.23499,"0.25, 0.75",40,CUB,223 - Pm3n,cP8
Bi2Pt2 [2122a1339fff9c66],0.882094,"0.5, 0.5",22,HEX,194 - P63/mmc,hP4
Bi2Rb6 [e9d97f4d81711a66],0.300378,"0.25, 0.75",16,HEX,194 - P63/mmc,hP8
Bi2Rh2 [5616981d0e11de14],2.01868,"0.5, 0.5",22,HEX,194 - P63/mmc,hP4
Bi2Ti4 [96390a6402fd52b3],2.32477,"0.333333333, 0.666666667",26,BCT,139 - I4/mmm,tI12
Bi3Sr1 [e5db61fa74861990],0.924157,"0.75, 0.25",17,CUB,221 - Pm3m,cP4
Bi4Pd10[b6d5aa3dc9749a06],0.624915,"0.285714286, 0.714285714",60,MCLC,12 - C2/m,mS28
Bi4Th2 [6d36304b185495c5],1.90579,"0.666666667, 0.333333333",28,TET,129 - P4/nmm,tP6
Bi6La8 [fbb909fb03b849d3],1.26647,"0.428571429, 0.571428571",54,BCC,220 - I43d,cI28
Bi6Sr8 [a6f93590c6fb4a35],0.721455,"0.428571429, 0.571428571",46,BCC,220 - I43d,cI28
Bi6Tb10 [aafc668c32c35dfb],1.34141,"0.375, 0.625",70,HEX,193 - P63/mcm,hP16
Bi6Tb8 [143c36f66118df0f],1.15816,"0.428571429, 0.571428571",62,BCC,220 - I43d,cI28
Bi8Ir4 [10542c5bb2429fac],1.98503,"0.666666667, 0.333333333",72,MCL,14 - P21/c,mP12
Bi8Pt4 [a6b65119ee076b52],0.67946,"0.666666667, 0.333333333",64,CUB,205 - Pa3,cP12
Bi8Th6 [20e686c5d360907b],1.65371,"0.571428571, 0.428571429",64,BCC,220 - I43d,cI28
Ca10Sb6 [da7bbf2f9ae5f54f],2.04281,"0.625, 0.375",50,HEX,193 - P63/mcm,hP16
Ca12Hg4[ba487a3251dc68dc],0.509638,"0.75, 0.25",40,ORC,62 - Pnma,oP16
Ca16Hg36[fe8eeb1e2af8df90],0.0749358,"0.307692308, 0.692307692",176,CUB,215 - P43m,cP52
Ca1Cd1 [68fb7c17a24ef7ef],3.93396,"0.5, 0.5",4,CUB,221 - Pm3m,cP2
Ca1Ga2 [0c482f688086202e],5.45889,"0.333333333, 0.666666667",8,HEX,191 - P6/mmm,hP3
Ca1Hg1 [e1226cf0e66c1033],2.97862,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ca1In1 [a36c707fe5266d6f],3.74338,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Ca1Pb1 [92d8c47bba9fe7a3],3.75318,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Ca1Pd1 [0960532b241beba2],4.19746,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ca1Pd5 [85667eac3cb94c67],2.70005,"0.166666667, 0.833333333",22,HEX,191 - P6/mmm,hP6
Ca1Pt5 [2bb0506c225e68cb],3.9238,"0.166666667, 0.833333333",32,HEX,191 - P6/mmm,hP6
Ca1Sn3 [c4fc7a005d06a30b],2.81985,"0.25, 0.75",14,CUB,221 - Pm3m,cP4
Ca1Tl1 [e35047fade43799d],2.08259,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Ca1Tl3 [281507392358bbd6],0.4396,"0.25, 0.75",11,CUB,221 - Pm3m,cP4
Ca2Ga4 [01cd2fc4dc2035af],3.93579,"0.333333333, 0.666666667",16,HEX,194 - P63/mmc,hP6
Ca2Ge4[7617c14e76934d97],4.27108,"0.333333333, 0.666666667",20,HEX,186 - P63mc,hP6
Ca2H4 [b5aef94a06fb7f37],5.5968,"0.333333333, 0.666666667",8,HEX,194 - P63/mmc,hP6
Ca2Hg6 [a74b412faa7fdc81],0.23846,"0.25, 0.75",28,HEX,194 - P63/mmc,hP8
Ca2In4 [af05cbd768f04471],2.17208,"0.333333333, 0.666666667",16,HEX,194 - P63/mmc,hP6
Ca2Ir4 [38fcd6562d37c36e],5.36403,"0.333333333, 0.666666667",36,FCC,227 - Fd3m,cF24
Ca2Ni4 [cf310d2042303802],2.38684,"0.333333333, 0.666666667",20,FCC,227 - Fd3m,cF24
Ca2Pd4 [117db814828b5c75],2.24281,"0.333333333, 0.666666667",20,FCC,227 - Fd3m,cF24
Ca2Pt4 [68569ed18f7f51bf],3.92684,"0.333333333, 0.666666667",28,FCC,227 - Fd3m,cF24
Ca2Rh4 [5886c0ac12a0c7cd],3.557,"0.333333333, 0.666666667",28,FCC,227 - Fd3m,cF24
Ca2Zn2 [8143a9127ec0fc8f],1.62682,"0.5, 0.5",8,ORCC,63 - Cmcm,oS8
Ca2Zn26[1a7049b3d8ecc5d8],1.02865,"0.0714285714, 0.928571429",56,FCC,226 - Fm3c,cF112
Ca3Hg1[d2bed74bc81630a5],1.26658,"0.75, 0.25",10,CUB,221 - Pm3m,cP4
Ca3Tl1 [50ba0e96d5272603],1.0726,"0.75, 0.25",9,FCC,225 - Fm3m,cF16
Ca4Cd8 [649113dcd188c10c],0.914112,"0.333333333, 0.666666667",24,HEX,194 - P63/mmc,hP12
Ca4Cd8 [a739eb4e2bb7ab8e],0.922849,"0.333333333, 0.666666667",24,HEX,194 - P63/mmc,hP12
Ca4H8 [dc3474a72a85b760],4.00776,"0.333333333, 0.666666667",16,ORC,62 - Pnma,oP12
Ca4Mg8[bb7396f83a018dbb],2.11797,"0.333333333, 0.666666667",24,HEX,194 - P63/mmc,hP12
Ca4Mg8 [29a39cef1d9c1d1e],2.122,"0.333333333, 0.666666667",24,HEX,194 - P63/mmc,hP12
Ca4Pt8 [e585593b59b25087],1.54825,"0.333333333, 0.666666667",56,HEX,194 - P63/mmc,hP12
Ca4Sb2 [ea9944c476b6a616],4.68827,"0.666666667, 0.333333333",18,BCT,139 - I4/mmm,tI12
Ca6Ga10[ee7f9cf75b07ab89],1.6712,"0.375, 0.625",42,ORCC,63 - Cmcm,oS32
Ca6Hg4 [89fa2dba45153d8c],0.653701,"0.6, 0.4",28,TET,127 - P4/mbm,tP10
Ca7Ge1 [4f2cacf7ff9a274e],1.29677,"0.875, 0.125",18,FCC,225 - Fm3m,cF32
Ca8Ge4 [44a95a3b698dde9c],2.06919,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
Ca8Pb4 [6dac966aaf0e3e8d],1.09935,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
Ca8Sn4 [b729facdeba1f74e],1.70693,"0.666666667, 0.333333333",32,ORC,62 - Pnma,oP12
Cd1Dy1[8d7b7cfb3bd69de4],4.36636,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Cd1Er1 [77ba44fb28f61796],3.68017,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Gd1[6b72dc0d3309fa68],3.88838,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Hf2 [ce9b51fb3bdefaaa],5.77528,"0.333333333, 0.666666667",10,BCT,139 - I4/mmm,tI6
Cd1Ho1 [4c9a4c8acd1b2bde],4.53629,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1La1 [6a79b8d09c3fccbd],3.11887,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Pd1 [108d4b907ff03a21],3.31255,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Cd1Pt1 [685ad71b4f7bc14f],4.70489,"0.5, 0.5",8,TET,123 - P4/mmm,tP2
Cd1Sc1 [96f7b5f72a5fe798],5.25896,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Sr1 [3a6fa1590482d690],2.86209,"0.5, 0.5",4,CUB,221 - Pm3m,cP2
Cd1Tb1 [e30fcb2e97324626],4.02585,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Cd1Y1 [9c697bbcdaca44b5],4.77278,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Yb1[9dca02934916b5f5],2.37308,"0.5, 0.5",5,CUB,221 - Pm3m,cP2
Cd1Zr2 [a41ed4d2c3fc119a],7.37794,"0.333333333, 0.666666667",10,BCT,139 - I4/mmm,tI6
Cd26Cs2[cfe1448550ccd1d1],0.172724,"0.928571429, 0.0714285714",54,FCC,226 - Fm3c,cF112
Cd26K2 [7a6241c9b58ee609],0.2212,"0.928571429, 0.0714285714",54,FCC,226 - Fm3c,cF112
Cd2Dy1 [ff3dd9800f8a9a53],3.45044,"0.666666667, 0.333333333",8,HEX,191 - P6/mmm,hP3
Cd2Er1 [4d1ea58db3286359],3.43563,"0.666666667, 0.333333333",7,HEX,191 - P6/mmm,hP3
Cd2Hf2 [cdb000669727f2ba],4.22505,"0.5, 0.5",12,TET,129 - P4/nmm,tP4
Cd2Ho1 [43169bfefe524ff3],3.45345,"0.666666667, 0.333333333",7,HEX,191 - P6/mmm,hP3
Cd2La1[d78310bea3777178],2.63741,"0.666666667, 0.333333333",7,HEX,191 - P6/mmm,hP3
Cd2La1 [6ae8ed37072aa6dd],2.68293,"0.666666667, 0.333333333",7,HEX,191 - P6/mmm,hP3
Cd2Mg2[5bb50c168f2a8bf9],1.51293,"0.5, 0.5",8,ORC,51 - Pmma,oP4
Cd2Tb1 [3ae9b6702a187c81],3.42244,"0.666666667, 0.333333333",8,HEX,191 - P6/mmm,hP3
Cd2Y1 [3471a605457dfc2f],3.98638,"0.666666667, 0.333333333",7,HEX,191 - P6/mmm,hP3
Cd33La3[d71692d1991ba185],0.321074,"0.916666667, 0.0833333333",75,CUB,221 - Pm3m,cP36
Cd33Na6[0e4a5c866567f309],0.168069,"0.846153846, 0.153846154",72,CUB,200 - Pm3,cP39
Cd33Th3 [fcb314cc96c5bf5a],0.384384,"0.916666667, 0.0833333333",78,CUB,221 - Pm3m,cP36
Cd3In1 [3bc3fc68c58fdd1f],0.127784,"0.75, 0.25",9,CUB,221 - Pm3m,cP4
Cd3Nb1 [fff8569ece396360],4.22277,"0.75, 0.25",11,CUB,221 - Pm3m,cP4
Cd3Y1 [f021e2eb09c3c733],2.06058,"0.75, 0.25",9,FCC,225 - Fm3m,cF16
Cd3Zr1 [e8ba7d7c937e89b9],2.11184,"0.75, 0.25",10,TET,123 - P4/mmm,tP4
Cd4Sr2 [d7ab8c656ef3d930],0.715945,"0.666666667, 0.333333333",12,ORCI,74 - Imma,oI12
Cd6Er2 [6cf4c6cbf3b3cc76],1.28087,"0.75, 0.25",18,ORCC,63 - Cmcm,oS16
Cd6Ho2 [05ba1c243fbd3cdd],1.28213,"0.75, 0.25",18,ORCC,63 - Cmcm,oS16
Cd6Sc2 [86436762f915509d],0.90115,"0.75, 0.25",18,HEX,194 - P63/mmc,hP8
Cd8Yb4[5020e2960bfb1153],0.70711,"0.666666667, 0.333333333",28,HEX,194 - P63/mmc,hP12
Ce1Pb3 [dec09c04ffe4a551],1.28281,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Ce1Pt3 [e1c281621602a1a8],5.85664,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Ce1Rh3 [e375ee6459a0b27c],8.04648,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Ce1Tl3 [018580c862562859],1.17159,"0.25, 0.75",13,CUB,221 - Pm3m,cP4
Ce1Zn1[d5c15517b8665073],6.13501,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ce2Ir4 [b32cb7e88f61f7f3],6.63529,"0.333333333, 0.666666667",40,FCC,227 - Fd3m,cF24
Ce2Os4[753431d8350d414a],1.24415,"0.333333333, 0.666666667",40,FCC,227 - Fd3m,cF24
Ce2Rh2 [8e034c46ef475f9f],2.03371,"0.5, 0.5",20,ORCC,63 - Cmcm,oS8
Ce4Os8 [14ef2ceb1efd3e9e],1.24431,"0.333333333, 0.666666667",80,HEX,194 - P63/mmc,hP12
Ce4Os8 [1342eade0b9150e9],1.30507,"0.333333333, 0.666666667",80,HEX,194 - P63/mmc,hP12
Co1Hf1 [c5b17da66c84aaf6],23.2757,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Co1Nb1[db48679b83790b93],19.7376,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Co1Ni1 [b9e8c994a3fa14c1],7.35292,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Co1Sc1[9782d5248273d419],19.4033,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Co1Ta1 [864ca8b8ea21ca5d],24.3372,"0.5, 0.5",10,CUB,221 - Pm3m,cP2
Co1Ti1 [7f97787e67d5dd51],28.3162,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Co1Zr1 [a165b280f0c37787],15.6361,"0.5, 0.5",9,CUB,221 - Pm3m,cP2
Co2Sb4 [a2d0b7c455ed66dd],5.81571,"0.333333333, 0.666666667",30,ORC,58 - Pnnm,oP6
Co2Sb4 [f38f615b9187f38a],4.65611,"0.333333333, 0.666666667",30,ORC,58 - Pnnm,oP6
Co2Ta4 [c1efc9ef27886df4],8.43775,"0.333333333, 0.666666667",30,BCT,140 - I4/mcm,tI12
Co2V6 [bc48c99fdd4a8c42],12.1667,"0.25, 0.75",40,CUB,223 - Pm3n,cP8
Co2Y2 [ec07d639af7da24d],2.57575,"0.5, 0.5",16,ORCC,63 - Cmcm,oS8
Co2Zr4 [7cf35db96252cc72],4.48544,"0.333333333, 0.666666667",26,BCT,140 - I4/mcm,tI12
Co2Zr4 [0a22469748423b7e],3.04521,"0.333333333, 0.666666667",26,BCT,140 - I4/mcm,tI12
Co3Fe1 [95608c7ef077fa72],11.433,"0.75, 0.25",21,CUB,221 - Pm3m,cP4
Co4Sb12[6527f230146df57b],2.59762,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[a37169d2282a7fd6],2.60167,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[c5f7deca203a8c23],2.59806,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[6588e36483916910],2.60437,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[6e47ec3660d35422],2.63431,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[12216d6fa94132a4],2.60821,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[d8c58b5e841891f2],2.59389,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12 [f0fa32c496fea034],2.60804,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[06cd22a62d375864],2.60437,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12 [59a19bf9fc5028ff],2.60832,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[7442569c0cfb9df2],2.60394,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12 [adbe8d0fb1d9efcd],2.63641,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[b08bbf10ddac10f0],2.59135,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[2ebccc964e24c887],2.59584,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co4Sb12[4629b8009acec4fa],2.60128,"0.25, 0.75",80,BCC,204 - Im3,cI32
Co5Y1 [3158ffedfbc332e7],4.02615,"0.833333333, 0.166666667",28,ORCC,65 - Cmmm,oS12
Co8Ti16[c7c8547134b0a199],2.97093,"0.333333333, 0.666666667",104,FCC,227 - Fd3m,cF96
Co8Y12 [e029c83ecf63cb68],1.5827,"0.4, 0.6",76,ORC,58 - Pnnm,oP20
Cr1Rh3 [28847c37c6fa69ea],13.6772,"0.25, 0.75",24,CUB,221 - Pm3m,cP4
Cr3Nb1 [8c35be2063c079cc],9.69749,"0.75, 0.25",23,CUB,221 - Pm3m,cP4
Cr4Hf2 [5c16f5d4d3cde6f8],5.21625,"0.666666667, 0.333333333",32,FCC,227 - Fd3m,cF24
Cr4Ti2 [ba6924af9c4b6989],9.91534,"0.666666667, 0.333333333",32,FCC,227 - Fd3m,cF24
Cs1H1 [c39a60600679c372],1.22172,"0.5, 0.5",2,FCC,225 - Fm3m,cF8
Cs1H1 [66d73577b08ad09d],0.976334,"0.5, 0.5",2,CUB,221 - Pm3m,cP2
Cs3In9 [006fb71322057339],0.36912,"0.25, 0.75",30,BCT,119 - I4m2,tI24
Cs4Na8 [ac17f93692487046],0.131432,"0.333333333, 0.666666667",12,HEX,194 - P63/mmc,hP12
Cs4Pt2 [b7504c8961c16f13],0.300135,"0.666666667, 0.333333333",16,HEX,194 - P63/mmc,hP6
Cs6Hg40[978182b72d30a019],0.0137347,"0.130434783, 0.869565217",166,CUB,223 - Pm3n,cP46
Cu1Dy1 [ec3c53433d5dfc02],6.26072,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Cu1Er1 [a2bd74b497aff555],6.2748,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Cu1Ga2[9c568924a7b67651],2.6483,"0.333333333, 0.666666667",10,TET,123 - P4/mmm,tP3
Cu1Hf2 [60bae3d49726c297],11.052,"0.333333333, 0.666666667",12,BCT,139 - I4/mmm,tI6
Cu1Ho1 [cae69c96fac06bdd],6.62784,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Cu1Pd1 [eaca4c0a310db6de],3.88647,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Cu1Pt7 [52e2ca0d6eb63c1d],2.28174,"0.125, 0.875",46,FCC,225 - Fm3m,cF32
Cu1Sc1 [ee85245cde3ed6c7],11.3908,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Cu1Tb1 [fbf9627e8b01199d],5.53727,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Cu1Ti2 [102ebc4a73bc6c10],15.9117,"0.333333333, 0.666666667",12,BCT,139 - I4/mmm,tI6
Cu1Ti3 [f269d172f9562803],6.15669,"0.25, 0.75",16,TET,123 - P4/mmm,tP4
Cu1Y1 [b0bfbf4680119af3],7.99639,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
