ENTRY,AGL thermal conductivity,unit cell stoichiometry,unit cell IUPAC valence,relaxed bravais lattice,space group,Pearson symbol
Mn1Pd1 [b1e33e2c2704f1cb],4.58067,"0.5, 0.5",11,CUB,221 - Pm3m,cP2
Mn1Pt1 [2853d0b5425aef23],6.61807,"0.5, 0.5",13,TET,123 - P4/mmm,tP2
Mn1Pt3 [b3e5f44567a29424],4.54753,"0.25, 0.75",25,CUB,221 - Pm3m,cP4
Mn1Rh1[b46359d8e0dcc980],10.5712,"0.5, 0.5",13,CUB,221 - Pm3m,cP2
Mn1V1 [c6d068e985f2a15e],44.5248,"0.5, 0.5",12,CUB,221 - Pm3m,cP2
Mn2Sn4[681987cd354743c1],5.12253,"0.333333333, 0.666666667",30,BCT,140 - I4/mcm,tI12
Mn3Sb1[c181e3747a339877],2.74435,"0.75, 0.25",26,CUB,221 - Pm3m,cP4
Mn4Pd8[5d4d5c2f6e49867a],1.42065,"0.333333333, 0.666666667",60,ORC,62 - Pnma,oP12
Mn8Sc4 [cc24f154b0ce81f1],3.32358,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Mn8Sc4 [dcdc418183662f8f],3.43313,"0.666666667, 0.333333333",68,HEX,194 - P63/mmc,hP12
Mo1Pt2 [cdbe97e96d2d1cf1],14.0742,"0.333333333, 0.666666667",18,ORCI,71 - Immm,oI6
Mo1Pt3 [bbfde97776a47050],5.51924,"0.25, 0.75",24,CUB,221 - Pm3m,cP4
Mo1Zn6 [9560b3100bb5beff],3.57388,"0.142857143, 0.857142857",18,FCC,225 - Fm3m,cF28
Mo1Zn7[16d0d25c2371c7fe],2.90246,"0.125, 0.875",20,FCC,225 - Fm3m,cF32
Mo2Pt2 [d0c29ad69c95c8f2],15.1277,"0.5, 0.5",24,ORC,51 - Pmma,oP4
Mo2Rh2[d843347666787469],13.0106,"0.5, 0.5",24,ORC,51 - Pmma,oP4
Mo2Rh6[416b4044dfd08715],6.76682,"0.25, 0.75",48,HEX,194 - P63/mmc,hP8
Mo3Ti1 [dbd2b2ac1b4a0bab],15.7528,"0.75, 0.25",22,ORCI,71 - Immm,oI8
Mo4Zr2 [fa426129eadf6657],7.40156,"0.666666667, 0.333333333",32,FCC,227 - Fd3m,cF24
Mo6Os2[d91b3b3427a6cfa7],9.29637,"0.75, 0.25",52,CUB,223 - Pm3n,cP8
Mo6Pt2 [2e37a56af4d58d47],5.3336,"0.75, 0.25",48,CUB,223 - Pm3n,cP8
Mo6Sb14[0b5dd2e20c2f9c5f],2.17027,"0.3, 0.7",106,BCC,229 - Im3m,cI40
Mo6Sn2 [fb311837ec527cc2],9.10749,"0.75, 0.25",44,CUB,223 - Pm3n,cP8
Mo6Zr2 [47bb3339e4e5f9cc],1.64266,"0.75, 0.25",44,CUB,223 - Pm3n,cP8
Na2Pt4 [07b0e30c2a75ec20],3.77386,"0.333333333, 0.666666667",26,FCC,227 - Fd3m,cF24
Na6Sb2 [917b743bc2ffbebf],1.08012,"0.75, 0.25",16,HEX,194 - P63/mmc,hP8
Nb1Pd2 [d08800926a9f9cb1],8.80441,"0.333333333, 0.666666667",13,ORCI,71 - Immm,oI6
Nb1Pd3 [4a08c90c16ea2eae],7.05245,"0.25, 0.75",17,BCT,139 - I4/mmm,tI8
Nb1Pt2 [64e5939b95330a2f],11.4992,"0.333333333, 0.666666667",17,ORCI,71 - Immm,oI6
Nb1Rh1[6672c8d58bf571b2],15.1129,"0.5, 0.5",11,TET,123 - P4/mmm,tP2
Nb1Rh3 [e5c0d55f329a6b84],18.9689,"0.25, 0.75",23,CUB,221 - Pm3m,cP4
Nb1Ru1 [58f2fa6442546815],2.93998,"0.5, 0.5",13,CUB,221 - Pm3m,cP2
Nb1Ru3[8d391fe939c34557],16.2367,"0.25, 0.75",29,CUB,221 - Pm3m,cP4
Nb1Zn3 [33384eefa2607528],9.73261,"0.25, 0.75",11,CUB,221 - Pm3m,cP4
Nb2Pt2 [02606407b3d5e7ab],9.63607,"0.5, 0.5",22,ORC,51 - Pmma,oP4
Nb2Pt6 [1e7f9f944e7fb80f],4.51993,"0.25, 0.75",46,ORC,59 - Pmmn,oP8
Nb6Os2[0c4781673ab00865],9.07991,"0.75, 0.25",46,CUB,223 - Pm3n,cP8
Nb6Pt2 [4c085ea810fe5d61],7.90906,"0.75, 0.25",42,CUB,223 - Pm3n,cP8
Nb6Rh2[59adc4bbf51db268],9.9392,"0.75, 0.25",42,CUB,223 - Pm3n,cP8
Nb6Rh6[6a7c00c46d0034ad],4.36179,"0.5, 0.5",66,ORC,51 - Pmma,oP12
Nb6Sb2 [2a77fe15be59f7f8],9.169,"0.75, 0.25",40,CUB,223 - Pm3n,cP8
Nb6Tl2 [2c5d7000d3a9b86b],2.32625,"0.75, 0.25",36,CUB,223 - Pm3n,cP8
Nd1Pd3[210420f34712b216],4.34571,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Nd1Pt3 [54fcdf9655948af9],3.23184,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Ni1Pt1 [660d210acd5499cc],11.3909,"0.5, 0.5",10,TET,123 - P4/mmm,tP2
Ni1Sc1 [227780372a14df17],10.4509,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Ni1Zn1[48827b3227344479],9.70334,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Ni1Zn1 [c294c347661840e9],6.45847,"0.5, 0.5",6,CUB,221 - Pm3m,cP2
Ni2Sb4 [7d8d4f049a78fac6],2.97558,"0.333333333, 0.666666667",28,ORC,58 - Pnnm,oP6
Ni2Ta1 [e0adf8f7e59398df],11.687,"0.666666667, 0.333333333",13,BCT,139 - I4/mmm,tI6
Ni2Tb2 [ab43d348acf0aded],3.35582,"0.5, 0.5",16,ORCC,63 - Cmcm,oS8
Ni2Tl2 [100d7ab42acb5577],1.21583,"0.5, 0.5",14,HEX,194 - P63/mmc,hP4
Ni2Zr2 [69add90ae709677d],3.18895,"0.5, 0.5",16,ORCC,63 - Cmcm,oS8
Ni2Zr4 [55d0a6e60c496c7c],1.51424,"0.333333333, 0.666666667",24,BCT,140 - I4/mcm,tI12
Ni3Sn1 [46ae6df881810fc2],5.91168,"0.75, 0.25",16,CUB,221 - Pm3m,cP4
Ni4Zr2 [6a2a5251e9194933],4.36371,"0.666666667, 0.333333333",24,FCC,227 - Fd3m,cF24
Ni5U1 [e298b77da9c5ae03],8.44929,"0.833333333, 0.166666667",26,FCC,216 - F43m,cF24
Ni6Sb2 [8f29575b17578e5f],2.12233,"0.75, 0.25",34,ORC,59 - Pmmn,oP8
Ni6Ta2 [1a34de1a388ee9f0],5.7656,"0.75, 0.25",34,ORC,59 - Pmmn,oP8
Ni8Sc16[b3dc770a86b3d83c],1.85374,"0.333333333, 0.666666667",80,FCC,227 - Fd3m,cF96
Os10W20[663b7d9aa6021d93],5.22011,"0.333333333, 0.666666667",200,TET,136 - P42/mnm,tP30
Os1Ti1 [0bf997c48fac9fb0],35.3901,"0.5, 0.5",12,CUB,221 - Pm3m,cP2
Os1V1 [ac232fbf28827cdb],20.3989,"0.5, 0.5",13,CUB,221 - Pm3m,cP2
Os1Zr1 [a36bd88304037b89],27.7837,"0.5, 0.5",12,CUB,221 - Pm3m,cP2
Os2Sb4 [8c4682bfb76a50e7],8.64304,"0.333333333, 0.666666667",36,ORC,58 - Pnnm,oP6
Os3Ti1 [649d0f5362dd740a],9.94117,"0.75, 0.25",28,CUB,221 - Pm3m,cP4
Os3Zr1 [76196fa1b70f94cf],10.646,"0.75, 0.25",28,CUB,221 - Pm3m,cP4
Os4Th2[64bb74c859cb6716],1.42389,"0.666666667, 0.333333333",40,FCC,227 - Fd3m,cF24
Os6Sn14[b005d9ddcb3254d1],0.814501,"0.3, 0.7",104,BCC,229 - Im3m,cI40
Os6Th14[a3694033e6abeaea],1.32973,"0.3, 0.7",104,HEX,186 - P63mc,hP20
Os8Sc22[6a66b538c9c8ec2d],1.63921,"0.266666667, 0.733333333",130,FCC,225 - Fm3m,cF120
Os8Sc4 [fc20534c45545bcc],2.03695,"0.666666667, 0.333333333",76,HEX,194 - P63/mmc,hP12
Os8Tb4 [babbcefb6d3e18cc],1.72713,"0.666666667, 0.333333333",80,HEX,194 - P63/mmc,hP12
Os8Y4 [cb33da202450d95b],1.96147,"0.666666667, 0.333333333",76,HEX,194 - P63/mmc,hP12
Os8Y4 [c85391284698bd42],2.05485,"0.666666667, 0.333333333",76,HEX,194 - P63/mmc,hP12
Pa1Pt5 [c789cbb90981bd48],4.95528,"0.166666667, 0.833333333",35,FCC,216 - F43m,cF24
Pa1Rh3 [911e41333ff6910f],8.26408,"0.25, 0.75",23,CUB,221 - Pm3m,cP4
Pa2Sb4 [0aeb6941dee60e0a],3.71887,"0.333333333, 0.666666667",30,TET,129 - P4/nmm,tP6
Pa6Sb8 [392a4ca8e5577aea],1.8987,"0.428571429, 0.571428571",70,BCC,220 - I43d,cI28
Pb1Pd3 [e4563510401c6a2b],2.33679,"0.25, 0.75",16,CUB,221 - Pm3m,cP4
Pb1Pt3 [f1a6536978f52238],1.65327,"0.25, 0.75",22,CUB,221 - Pm3m,cP4
Pb1Pu3 [bef5c8d2d70d0534],2.12734,"0.25, 0.75",25,CUB,221 - Pm3m,cP4
Pb2Th2[275073da59966d13],2.04598,"0.5, 0.5",16,BCT,141 - I41/amd,tI8
Pb2V6 [830e57ede7cbe5c6],2.05604,"0.25, 0.75",38,CUB,223 - Pm3n,cP8
Pb3Pr1 [abaa473b4fe74092],1.73445,"0.75, 0.25",16,CUB,221 - Pm3m,cP4
Pb3Rh3 [d9025f4ef0190245],2.65614,"0.5, 0.5",30,HEX,191 - P6/mmm,hP6
Pb3Tb1 [e059c8bcb764bfa2],0.468345,"0.75, 0.25",16,CUB,221 - Pm3m,cP4
Pb3Th1 [6df621acdc60187a],0.338472,"0.75, 0.25",16,CUB,221 - Pm3m,cP4
Pb3U1 [5612257da8167e7d],1.42126,"0.75, 0.25",18,CUB,221 - Pm3m,cP4
Pb3Yb1[0132ab6b9cddd429],2.73178,"0.75, 0.25",15,CUB,221 - Pm3m,cP4
Pb4Pt2 [572886e08a463fbf],0.60839,"0.666666667, 0.333333333",28,BCT,140 - I4/mcm,tI12
Pb4Sr8 [037533a6eb09be9b],0.813002,"0.333333333, 0.666666667",32,ORC,62 - Pnma,oP12
Pb4Y2 [3a49575b9b567100],2.03079,"0.666666667, 0.333333333",22,ORCC,63 - Cmcm,oS12
Pb6Tb10 [6a117b33a3ff45d4],2.01516,"0.375, 0.625",64,HEX,193 - P63/mcm,hP16
Pd1Sc1 [2d8425a06ab1611d],6.31669,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Pd1Ti1 [91b2e46acca5d936],1.40112,"0.5, 0.5",8,CUB,221 - Pm3m,cP2
Pd1Ti2 [36d63ab952f0878a],9.75943,"0.333333333, 0.666666667",12,BCT,139 - I4/mmm,tI6
Pd1Yb1 [3591a716ef2ae19c],3.26732,"0.5, 0.5",7,CUB,221 - Pm3m,cP2
Pd1Zn1 [f4d5b4f82bfad53e],6.23748,"0.5, 0.5",6,TET,123 - P4/mmm,tP2
Pd1Zr2 [0262e761a2b03f0f],8.32751,"0.333333333, 0.666666667",12,BCT,139 - I4/mmm,tI6
Pd2Sb2 [0ed64f5c8776a557],1.7239,"0.5, 0.5",18,HEX,194 - P63/mmc,hP4
Pd2Sr2 [9348eeb7ba1f8260],2.2687,"0.5, 0.5",12,ORCC,63 - Cmcm,oS8
Pd2Ta1 [1311b90ba3307354],7.50289,"0.666666667, 0.333333333",13,ORCI,71 - Immm,oI6
Pd2Ta2 [95dfffbce61b0b9c],8.52727,"0.5, 0.5",18,TET,129 - P4/nmm,tP4
